,username,description,profileUrl,location,website
144,RepAdams,Dean of NC Dems representing NC’s 12th District. Educator. Artist. Founder & Co-Chair of the Black Maternal Health @BMHCaucus and the Bipartisan @HBCUCaucus.,https://twitter.com/RepAdams,"Charlotte, NC",http://adams.house.gov/
145,zellnor4ny,"Nongovernment account. NY State Senator, District 20. Son/attorney/recovering sneaker addict. Follow my official government account for updates: @SenatorMyrie",https://twitter.com/zellnor4ny,"Crown Heights, Brooklyn",https://zellnorforstatesenate.com/
146,ratnaomi,"Independent Senator for Ontario @SenateCA 🇨🇦 and proud resident of Toronto. Interested in ideas, evidence & analysis on migration, diversity & philanthropy.",https://twitter.com/ratnaomi,Toronto,http://www.ratnaomidvar.ca
147,DaveBratVA7th,"Former Congressman, R-VA 7th. PhD economist & Dean, School of Business at @LibertyU",https://twitter.com/DaveBratVA7th,"Glen Allen, VA",http://FalkirkCenter.com
148,scgovernorpress,Official Twitter Account for SC Governor Henry McMaster’s Office,https://twitter.com/scgovernorpress,"South Carolina, USA",http://www.governor.sc.gov
149,DavidPerdueGA,Former U.S. Senator for Georgia.,https://twitter.com/DavidPerdueGA,"Georgia, USA",
150,JimJusticeWV,"Father, husband, job creator, coach, and 36th Governor of West Virginia. Fighting for more jobs, lower taxes, a stronger economy. | Personal/Political Account.",https://twitter.com/JimJusticeWV,"West Virginia, USA",
151,jillpcarter,"Freedom Fighter. Lawyer. Senator. Human. Committee for Jill P. Carter, Martin B. King, treasurer",https://twitter.com/jillpcarter,Maryland,https://jillpcarter.com/
152,ExecutiveMoms,"Forbes CMO Hall of Fame Marketer, from Beauty to Taco Bell to Lowe’s. Founder of ExecutiveMoms. Lucky mom and wife. Too much more to tell you here so read on.",https://twitter.com/ExecutiveMoms,New York,http://www.executivemoms.com
153,SenatorBrakey,"Maine Senator. Author of ConCarry. Reformer of welfare. Legalizer of hedgehogs. Published by @TheHill, @DCExaminer, @FDRLST, @mises, @feeonline.",https://twitter.com/SenatorBrakey,"Auburn, ME",
154,ClyburnSC06,"The official campaign twitter account for Congressman Jim Clyburn, representing South Carolina's Sixth Congressional District.",https://twitter.com/ClyburnSC06,"South Carolina, USA",http://www.clyburnforcongress.com
155,PaulOMahony,"Online Education Entrepreneur on Marketing, Money & Mindset. Creating stars🌟of all ages! Multi-best selling author.Founder FUNancial Freedom & Rethink💡Academy",https://twitter.com/PaulOMahony,Ireland,http://www.funancialfreedom.com
156,tomkean,Former Senate Republican Leader.,https://twitter.com/tomkean,New Jersey,
157,michaelrulli,"Ohio Senator representing the Mahoning Valley. Fighting for Election Integrity, the Second Amendment, the Unborn, and the American Worker!",https://twitter.com/michaelrulli,"Youngstown, OH",http://michaelrulli.com
158,SenPaulStrauss,United States Senator representing the District of Columbia (Shadow) Advocate for #DCStatehood E-mail: senator@dc.gov Clubhouse/IG: @senpaulstrauss,https://twitter.com/SenPaulStrauss,"Washington, D.C.",
159,SeanAMcCann,"State Senator serving most of Kalamazoo County and Antwerp Township, SD 19. Former State Rep. & Kalamazoo city commissioner. Husband, father of two, WMU grad.",https://twitter.com/SeanAMcCann,"Kalamazoo, MI",http://www.seanamccann.com
160,MfgExecutive,The Manufacturing Leadership Council is the nation’s recognized leader in Manufacturing 4.0 insights. A division of @ShopfloorNAM.,https://twitter.com/MfgExecutive,"Washington, DC",http://www.manufacturingleadershipcouncil.com
161,JeremyAllenMoss,"MI Senate President Pro Tem, @MISenDems District 7 | Former @MIHouseDems Rep & @Southfield_Gov Councilman | Aspiring @MsPattiPatti background singer",https://twitter.com/JeremyAllenMoss,"Southfield, MI",http://senatormoss.com
162,TedBuddNC,Dedicated to my wife and kids. Conservative. Outsider. Owner of ProShots gun store and range. Senator-Elect for North Carolina.,https://twitter.com/TedBuddNC,"Davie County, NC",https://tedbudd.com/
163,SenatorMuth,"Official Twitter account of Sen. Katie Muth, serving the people of 44th Senatorial District in Berks, Chester & Montgomery Counties. #ForThePeople",https://twitter.com/SenatorMuth,"Pennsylvania, USA",http://www.senatormuth.com/
164,AmeriCorpsCEO,"Chief Executive Officer of AmeriCorps. Creating opportunities for all through national service and volunteerism, while uniting more Americans through service.",https://twitter.com/AmeriCorpsCEO,"Washington, DC",http://Americorps.gov/serve
165,SteveForbesCEO,"Chairman & Editor-In-Chief, Forbes Media. Host of the webcast, What’s Ahead. Co-Author of INFLATION with Nathan Lewis and Elizabeth Ames. Out April 19th.",https://twitter.com/SteveForbesCEO,"New York, NY",https://www.forbes.com/sites/steveforbes/
166,MITSloanExecEd,Cutting-edge courses to help business leaders solve complex challenges and level up for the digital age. Now offered live online and self-paced online.,https://twitter.com/MITSloanExecEd,"Cambridge, Massachusetts, U.S.",http://executive.mit.edu/
167,PaulWojno,"Michigan State Senator, 10th District. Husband and Father of 3. RT ≠ endorsement.",https://twitter.com/PaulWojno,"Warren, MI",https://senatedems.com/wojno/?fbclid=IwAR2eU0gQHOfMTLUnko4j5WPx8tvh5gs8J1_IZEKBy6HZpU8hQrHFgIHuz_o
168,SBCExecComm,The official Twitter account of the Southern Baptist Convention Executive Committee,https://twitter.com/SBCExecComm,"Nashville, TN",http://sbc.net
169,harmongreg,"Founder and President Dragonfly Capital. Managed Accounts, Premium Service and free blog at Dragonflycap.com, Professional Stock and Option trader, Prof at CWRU",https://twitter.com/harmongreg,"Shaker Heights, OH",http://www.dragonflycap.com
170,CliffGFuelCEO,"Founder, CEO @GfuelEnergy @GammaLabs #GFUEL Official Energy Drink of Esports®",https://twitter.com/CliffGFuelCEO,New York,http://www.GFuel.com
171,ChiefNGB,"GEN Daniel Hokanson is the 29th Chief of the National Guard Bureau. Follows, likes & RTs don't equal endorsement. Tweets before 8/3/20 are from previous CNGBs.",https://twitter.com/ChiefNGB,"Washington, D.C.",http://www.nationalguard.mil
172,UB_President,Office of the President sharing #UBuffalo community news and campus events information. Messages directly from President Tripathi will be attributed to him.,https://twitter.com/UB_President,"Buffalo, New York USA",https://www.buffalo.edu/president.html
173,SenFeinstein,United States Senator from California. On Facebook at: facebook.com/senatorfeinste…,https://twitter.com/SenFeinstein,California,http://www.feinstein.senate.gov
174,SenatorCollins,"United States Senator from Maine. 
All tweets originate from the Press Office of Senator Susan Collins.",https://twitter.com/SenatorCollins,Maine,http://collins.senate.gov
175,GovTimWalz,"Dad, husband, teacher, coach, veteran. Governor of Minnesota. Working to move our state forward as #OneMinnesota.",https://twitter.com/GovTimWalz,"Minnesota, USA",http://mn.gov/governor
176,GovLauraKelly,"Official Twitter account of the Office of Governor Laura Kelly, 48th governor of Kansas.",https://twitter.com/GovLauraKelly,"Topeka, KS",http://governor.kansas.gov
177,GovParsonMO,Official account of the 57th Governor of the State of Missouri. #Missouri,https://twitter.com/GovParsonMO,"Missouri, USA",http://governor.mo.gov
178,JohnBoozman,"U.S. Senator for Arkansas serving as @SenateAgGOP leader and on the Appropriations, EPW & Veterans’ Affairs committees #ServingAR #ARinDC 202-224-4843",https://twitter.com/JohnBoozman,Arkansas,http://boozman.senate.gov
179,SenJohnHoeven,"U.S. Senator for North Dakota serving on the Senate Agriculture, Energy, Appropriations & Indian Affairs committees.",https://twitter.com/SenJohnHoeven,North Dakota,https://www.hoeven.senate.gov
180,GovernorGordon,"Kaycee, Wyoming
Proudly serving as Wyoming's 33rd Governor.",https://twitter.com/GovernorGordon,"Wyoming, USA",https://governor.wyo.gov
181,marcorubio,"Christian,Husband,Father,AMERICAN,Senator for Florida, Instagram:@marcorubio Truth:@marcorubio #GatorNation #FinsUp",https://twitter.com/marcorubio,United States,http://marcorubio.com
182,SenatorRounds,U.S. Senator for South Dakota,https://twitter.com/SenatorRounds,"Fort Pierre, South Dakota",http://rounds.senate.gov
183,KristiNoem,"I am a wife, mother, grandma, farmer, rancher, small business owner, and South Dakotan who serves as South Dakota's Governor.",https://twitter.com/KristiNoem,"South Dakota, USA",https://www.kristinoem.com
184,SenJohnKennedy,Official account of U.S. Senator John Kennedy of Louisiana. Facebook: facebook.com/SenatorJohnKen…Instagram: instagram.com/senjohnkennedy/,https://twitter.com/SenJohnKennedy,Louisiana,https://www.kennedy.senate.gov/
185,GovStitt,Official Twitter account of Oklahoma Governor Kevin Stitt.,https://twitter.com/GovStitt,"Oklahoma City, OK",https://www.governor.ok.gov/
186,jontester,Seven-fingered dirt farmer & Senator for the great State of Montana. Campaign account. 🤙,https://twitter.com/jontester,"Big Sandy, Montana",http://jon4sen.com/donate
187,jaredpolis,"father, entrepreneur,education policy, baseball, tech, politics, gaymer - Former member of Congress, current Governor of CO 🌐🇺🇦⚾️⛷⛰🇺🇸",https://twitter.com/jaredpolis,"Boulder, CO",
188,GovHerbert,17th governor of the great state of Utah. Facebook: facebook.com/GovGaryHerbert #utpol,https://twitter.com/GovHerbert,Utah,https://uvu.edu/herbertinstitute/
189,jameslankford,"United States Senator from Oklahoma, Husband to Cindy, Father to Hannah and Jordan. Faithful. Conservative. Leader.",https://twitter.com/jameslankford,"Oklahoma City, OK ",http://www.jameslankford.com
190,SenatorRomney,United States Senator from the great state of Utah.,https://twitter.com/SenatorRomney,"Salt Lake City, UT",http://romney.senate.gov
191,RepKenBuck,"Congressman for Colorado’s 4th District. Member, House Judiciary Committee. Member, House Foreign Affairs Committee.",https://twitter.com/RepKenBuck,"Windsor, CO",http://buck.house.gov
192,RogerMarshallMD,"Husband, father, grandfather, doctor, and U.S. Senator for Kansas.",https://twitter.com/RogerMarshallMD,"Great Bend, KS",
193,SenAlexPadilla,U.S. Senator for California. Devoted husband and proud dad. Dodgers diehard. EngiNERD.,https://twitter.com/SenAlexPadilla,California,http://www.padilla.senate.gov
194,RepRonEstes,Official Twitter of Congressman Ron Estes. Proudly serving the 4th District of Kansas🌻#KS04,https://twitter.com/RepRonEstes,"Wichita, KS",http://estes.house.gov
195,Gov_Martinez,31st Governor of New Mexico #NMGOV #GovernorMartinez. Follow me on Facebook @ facebook.com/SusanaMartinez…,https://twitter.com/Gov_Martinez,"Santa Fe, NM",http://www.SusanaMartinez.com
196,LacyClayMO1,"Verified Account of former Congressman Lacy Clay US Rep, Missouri 1st District. R/Ts & links are not endorsements.",https://twitter.com/LacyClayMO1,"St. Louis, MO",http://www.lacyclay.org
197,JasonCrowCO,"Congressman for #CO06 | 2 awesome kids | Former Army Ranger, Arby’s Cashier, & Rattlesnake Wrangler | Karaoke Enthusiast",https://twitter.com/JasonCrowCO,"Aurora, CO",http://www.jasoncrowforcongress.com
198,ScottWalker,"Christian, American, Husband, Father of Matt & Alex, 45 Governor-WI, Harley-Davidson rider Packers/Brewers/Bucks/MU/UW fan, Author-Unintimidated, Pres YAF.org",https://twitter.com/ScottWalker,"Wisconsin, USA",http://ScottWalker.com
199,NebraskaMegan,"State Senator in Omaha's District 8, Creative entrepreneur, Mom. Vice Chair of Urban Affairs. Bi queen. She/her.",https://twitter.com/NebraskaMegan,"Omaha, NE",https://linktr.ee/Nebraskamegan
200,auctnr1,Congressman 1/3/11 - 1/3/23 Congress is good at 2 things 'Doing Nothing' & 'OVERREACTING!' Employee Retention Tax Credit perfect example! 5-500 employees DM me!,https://twitter.com/auctnr1,"Springfield, Missouri",
201,SpencerJCox,Father. Recovering Attorney. Bassist. 18th Governor of Utah. Happy. I do all my own stunts on Twitter. #LetsGo,https://twitter.com/SpencerJCox,"Fairview, UT",http://governor.utah.gov
202,SenHawleyPress,Tweets from the office of U.S. Senator Josh Hawley,https://twitter.com/SenHawleyPress,Missouri,http://hawley.senate.gov
203,PolisForCO,Dad and husband. @Rockies fan. Gaymer. Colorado Governor. — text JARED to 30411 to join.,https://twitter.com/PolisForCO,"Denver, CO",https://polisforcolorado.com/
204,MayorKeller,"Mayor of Albuquerque, NM. Former State Auditor & Majority Whip/State Senator. Husband, dad, lifelong heavy metal fan #metalmayor & skier. #Burque born & raised.",https://twitter.com/MayorKeller,"Albuquerque, NM",https://linktr.ee/Mayor_Keller
205,g,"Dad, husband, and state senator for Fayetteville. Senate Minority Leader for the 94th General Assembly.",https://twitter.com/g,"Fayetteville, Arkansas",https://gregleding.com
206,RalphNortham,"Virginia's 73rd governor. Husband, father, doctor, and veteran. Classic car enthusiast, defender of Virginia values.",https://twitter.com/RalphNortham,Virginia,http://www.RalphNortham.com
207,SenatorSalma,Canadian Senator of Pakistani Pashtun origin from Toronto. Chair of Senate Human Rights Committee. Retweets ≠ endorsements. Account managed by me & staff,https://twitter.com/SenatorSalma,Canada,http://senatorsalma.ca
208,MikeJohnstonCO,Candidate for Mayor of Denver. Former teacher/principal/state senator. Flag football coach w/ 2-7 record. No mayo. Yes donuts.,https://twitter.com/MikeJohnstonCO,"Denver, Colorado",http://www.mikejohnstonformayor.com
209,TonyVargas,"Dad to Ava and Luca. Husband to Lauren. State Senator for downtown + S Omaha. Science teacher turned public servant, now running to represent you in Congress.",https://twitter.com/TonyVargas,"Omaha, NE",http://vargasfornebraska.com
210,SenatorFlowers,"State Senator from Pine Bluff, Arkansas. Mom; lawyer.",https://twitter.com/SenatorFlowers,"Pine Bluff, Arkansas",
211,chinfo,U.S. Navy's Chief of Information (CHINFO); reply/follow/rt does not = endorsement.,https://twitter.com/chinfo,The Pentagon,http://www.navy.mil
212,SenatorRisch,U.S. Senator for Idaho,https://twitter.com/SenatorRisch,Boise,http://risch.senate.gov
213,RepSusieLee,Proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,https://twitter.com/RepSusieLee,"Las Vegas, NV",http://susielee.house.gov
214,AdamSchiff,"Candidate for U.S. Senate. Father, husband, former prosecutor, triathlete, and sometimes comic. California Congressman.",https://twitter.com/AdamSchiff,"Burbank, CA",https://secure.actblue.com/donate/jan2023_abs_social_launch?refcode=twbio
215,OregonGovBrown,This is an archive account of Oregon's 38th Governor.,https://twitter.com/OregonGovBrown,"Salem, Oregon",https://oregon.gov/gov
216,gracenapolitano,Congresswoman from California's 31st Congressional District in the US House of Representatives,https://twitter.com/gracenapolitano,"El Monte, CA",https://napolitano.house.gov
217,repdinatitus,Congresswoman proudly representing the First District of Nevada in the U.S. House of Representatives.,https://twitter.com/repdinatitus,"Las Vegas, NV",http://titus.house.gov
218,RobertGarcia,California Congressman & 28th Mayor of @LongBeachCity. Comic Book Nerd. Educator. Progressive & Proud American. 🇺🇸🏳️‍🌈 IG: bit.ly/3YJX7Gl,https://twitter.com/RobertGarcia,"Long Beach, CA",http://robertgarcia.com
