user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Chris Bertsch,Neither here nor there,"Part bot, part not - I would love to change the world, but they wouldn't give me the source code",2009-08-26 21:13:26+00:00,1869,388,239766,False,2023-04-09 09:07:07+00:00,"RT @corixpartners: Hand-Picked Content for Top #Cybersecurity Leaders

Follow our Founder &amp; CEO @Corix_JC on @ScoopIt &gt;&gt; https://t.co/LcGCR…",['Cybersecurity'],retweettcb,False
CEO Tech Awareness,,Trusted Source for every #CEO Digital Awareness. Stay tuned for useful info on Digital Transformation.,2010-01-18 19:09:25+00:00,31559,29195,43928,False,2023-04-09 08:46:54+00:00,RT @FutureOurWork: We need to start with business objectives to identify the most critical insights for evaluating our digital efforts. RT…,,Twitter Web App,False
Shashank_01,"Karnataka, India",,2018-08-10 15:22:03+00:00,42,41,62542,False,2023-04-09 08:33:29+00:00,"RT @yash_fc_gujarat: So true ❤
@TheNameIsYash 

#yash #yashboss #yashfans #kgf #kgf2 #rockybhai #rockingstarYash #CEO #CEOofindia https://t…","['yash', 'yashboss', 'yashfans', 'kgf', 'kgf2', 'rockybhai', 'rockingstarYash', 'CEO', 'CEOofindia']",Twitter for Android,False
Bothwell Chinyakata ,,"Never force yourself to fit into places you have already outgrown| No forex,Crypto,Binary DMs. You will be blocked🚫",2011-01-11 16:27:44+00:00,117254,105059,60923,False,2023-04-09 08:03:35+00:00,"RT @AfricaTalksBus: Exclusive - Featuring the Ceo and Founder of Even Playground, Malwandla Hlekane https://t.co/ppvGVrtZMy
General Inquiri…",,Twitter for Android,False
Yash Thakur,,,2022-10-26 03:19:20+00:00,27,80,2,False,2023-04-09 07:54:12+00:00,"RT @S_LIndex: Having a budget and working to meet it, is the single most powerful tool in a TSP executive's bag of tricks. Find out why, in…",,Twitter for Android,False
Fintech Bot,,"Hello everyone. I am a fintech bot. 🤖 
I retweet #fintech hashtag without 'crypto' related stuff.
Follow me to stay in the loop. 💻💸",2022-04-06 06:24:23+00:00,1323,319,9,False,2023-04-09 07:45:07+00:00,"RT @spaytechnology: Happy Easter! May this Easter, you receive love of your family and friends, and may your heart be filled with joy and l…",,Fintech Retweeter,False
ANIL,"Bengaluru South, India",kannadigaa,2019-03-19 13:28:44+00:00,20,79,23408,False,2023-04-09 07:41:08+00:00,"RT @yash_fc_gujarat: So true ❤
@TheNameIsYash 

#yash #yashboss #yashfans #kgf #kgf2 #rockybhai #rockingstarYash #CEO #CEOofindia https://t…","['yash', 'yashboss', 'yashfans', 'kgf', 'kgf2', 'rockybhai', 'rockingstarYash', 'CEO', 'CEOofindia']",Twitter for Android,False
Vashishth Champaneria,"Ahmedabad, Gujarat, India",Software Engineer - ITOps  @ZymrCloud  | व्यंगकार | लेखक | A Good Human Being - Enough for my bio😉🤘,2012-08-11 11:49:31+00:00,64,149,24070,False,2023-04-09 07:37:21+00:00,"RT @yash_fc_gujarat: So true ❤
@TheNameIsYash 

#yash #yashboss #yashfans #kgf #kgf2 #rockybhai #rockingstarYash #CEO #CEOofindia https://t…","['yash', 'yashboss', 'yashfans', 'kgf', 'kgf2', 'rockybhai', 'rockingstarYash', 'CEO', 'CEOofindia']",Twitter for Android,False
The Future of our Work,Social Network,Understand how innovation is impacting jobs. This channel shares content on #FutureofWork #DigitalTransformation #Inclusion #RPA #Automation,2016-05-14 16:57:01+00:00,21500,19121,21299,False,2023-04-09 06:56:43+00:00,We need to start with business objectives to identify the most critical insights for evaluating our digital efforts. RT @antgrasso #Analytics #DigitalTransformation #CEO https://t.co/CYcdG1SET4,,Twitter Web App,False
麗 (うらら)ですけど 🦔♪,福岡県 福岡市 ,※※※※※ 新プラン テスト中🦔 ※※※※※,2019-09-18 10:33:15+00:00,9045,8783,510522,False,2023-04-09 06:42:59+00:00,"RT @chiro_grants: 'Before the egg hunt 👽🥚🐰✨'

@cory_litwin 
#Easter2023 

#murdagang #ceo #musicindustry 
#culture #hiphop #trapmusic #힙합　#…","['Easter2023', 'murdagang', 'ceo', 'musicindustry', 'culture', 'hiphop', 'trapmusic', '힙합']",Twitter for iPhone,False
C-Suite Tech Point,online,Fresh Tech News for Executives. #AI #Blockchain #Digital and much more.,2012-08-06 18:58:35+00:00,25636,23714,40971,False,2023-04-09 06:35:58+00:00,"Green tech and climate technology companies are rapidly altering the competitive landscape. With sustainability like a business imperative and incumbents need to move quickly.
Source @McKinsey Link https://t.co/AUj2Q8egQr rt @antgrasso #Sustainability #CEO https://t.co/94dUVcJG9c",,Twitter Web App,False
2 Tynx 🇬🇭,"Mampong, Ghana","REAL MADRID ,MANCHESTER UNITED ,CRISTIANO RONALDO",2023-02-04 11:37:30+00:00,486,495,31955,False,2023-04-09 06:35:25+00:00,RT @asumadulive: The only way to do great work is to love what you do because the only person you are destined to become is the person you…,,Twitter for iPhone,False
莊小懿,,,2020-04-05 11:09:27+00:00,99,10,27,False,2023-04-09 06:15:13+00:00,"RT @DhayveedA: I can't wait to see what happens next! Click the link below and join my struggle!

#NFT #boyslove #ceo
 https://t.co/277UhBk…","['NFT', 'boyslove', 'ceo']",Twitter Web App,False
Abhishek,"Bengaluru, India","Indian 🇮🇳 and proud ಕನ್ನಡಿಗ💛♥️(kannadiga)
Forever fan of Virat Kohli ,ABD ,APPU and YASH",2020-06-22 13:33:08+00:00,178,402,124554,False,2023-04-09 06:14:04+00:00,"RT @yash_fc_gujarat: So true ❤
@TheNameIsYash 

#yash #yashboss #yashfans #kgf #kgf2 #rockybhai #rockingstarYash #CEO #CEOofindia https://t…","['yash', 'yashboss', 'yashfans', 'kgf', 'kgf2', 'rockybhai', 'rockingstarYash', 'CEO', 'CEOofindia']",Twitter for Android,False
Chris Bertsch,Neither here nor there,"Part bot, part not - I would love to change the world, but they wouldn't give me the source code",2009-08-26 21:13:26+00:00,1869,388,239766,False,2023-04-09 06:08:37+00:00,"RT @Transform_Sec: ""It’s often trying to go too fast with the wrong #leadership baggage that drives CISOs to failure"" &gt;&gt; The Curse of the D…",['leadership'],retweettcb,False
Chris Bertsch,Neither here nor there,"Part bot, part not - I would love to change the world, but they wouldn't give me the source code",2009-08-26 21:13:26+00:00,1869,388,239766,False,2023-04-09 06:06:55+00:00,"RT @AlecSocial: RT @Transform_Sec: 5 strategies to manage #cybersecurity risks in mergers and acquisitions

https://t.co/wnsQldyAWX

@csoon…",['cybersecurity'],retweettcb,False
サンシタθ,,"飯伏さんケニーさんとエディゲレロさんEVIL石森さん押しのプロレスと車が好きだけど知識が浅い人間です
新日本プロレス、ドラゴンゲートGolden☆Lovers、タグチジャパン、BULLET CLUB、THE ELITEが好きです
タグダンス同好会22 　CLUBMEIJ　67",2018-09-17 15:37:37+00:00,553,960,204380,False,2023-04-09 06:03:18+00:00,RT @MercedesVarnado: Always bank on yourself! #Monè #CEO #IWGPWomensChampion https://t.co/jTwq4MLA6y,"['Monè', 'CEO', 'IWGPWomensChampion']",Twitter for Android,False
Frankie-14 🇨🇦,,He/Him. Proud supporter of equality. #LoveWins #BlackLivesMatter #TransLivesMatter🏳️‍⚧️ #IndigenousLivesMatter🟠 #GameWithPride🏳️‍🌈 #StopAAPIHate,2014-03-07 08:12:22+00:00,175,400,56053,False,2023-04-09 06:02:19+00:00,RT @MercedesVarnado: Always bank on yourself! #Monè #CEO #IWGPWomensChampion https://t.co/jTwq4MLA6y,"['Monè', 'CEO', 'IWGPWomensChampion']",Twitter for iPhone,False
corixpartners,"London, UK",Boutique #management consultancy firm and thought #leadership platform focused on assisting C-level executives around #cybersecurity strategy & governance,2012-08-04 09:59:36+00:00,2926,2062,353,False,2023-04-09 06:01:45+00:00,"RT @RumiChowd: RT @corixpartners: The #CyberSecurity Leadership Handbook for the #CISO and the #CEO

How to Fix Decade-Old Issues and Prote…","['CyberSecurity', 'CISO', 'CEO']",Twitter Web App,False
corixpartners,"London, UK",Boutique #management consultancy firm and thought #leadership platform focused on assisting C-level executives around #cybersecurity strategy & governance,2012-08-04 09:59:36+00:00,2926,2062,353,False,2023-04-09 06:01:38+00:00,"RT @Transform_Sec: ""It’s often trying to go too fast with the wrong #leadership baggage that drives CISOs to failure"" &gt;&gt; The Curse of the D…",['leadership'],Twitter Web App,False
Liberation Work,USA,liberation! let's work!,2021-11-15 19:39:42+00:00,662,12,0,False,2023-04-09 06:01:03+00:00,"RT @Corix_JC: Can #DesignThinking Succeed in Your Organization?

https://t.co/LrtAyeOR4N 

@mitsmr @ddunneDesign #business #leaders #leader…","['DesignThinking', 'business', 'leaders']",Liberatory Retweets,False
TransformSecurity,"London, England",A dedicated think-tank and #research body aimed at approaching #cybersecurity problems differently | Follow our @Medium publication https://t.co/WobGI75xcL,2015-11-21 09:17:02+00:00,2969,2158,133125,False,2023-04-09 06:00:49+00:00,"RT @AlecSocial: RT @Transform_Sec: 5 strategies to manage #cybersecurity risks in mergers and acquisitions

https://t.co/wnsQldyAWX

@csoon…",['cybersecurity'],Twitter Web App,False
TransformSecurity,"London, England",A dedicated think-tank and #research body aimed at approaching #cybersecurity problems differently | Follow our @Medium publication https://t.co/WobGI75xcL,2015-11-21 09:17:02+00:00,2969,2158,133125,False,2023-04-09 06:00:37+00:00,"RT @AlecSocial: RT @Transform_Sec: 5 strategies to manage #cybersecurity risks in mergers and acquisitions &gt; https://t.co/b1rK3j6Jh0 

#sec…",['cybersecurity'],Twitter Web App,False
Charan,,,2021-12-18 11:50:33+00:00,12,20,33028,False,2023-04-09 05:59:14+00:00,"RT @yash_fc_gujarat: So true ❤
@TheNameIsYash 

#yash #yashboss #yashfans #kgf #kgf2 #rockybhai #rockingstarYash #CEO #CEOofindia https://t…","['yash', 'yashboss', 'yashfans', 'kgf', 'kgf2', 'rockybhai', 'rockingstarYash', 'CEO', 'CEOofindia']",Twitter for Android,False
ಉಗ್ರಂ,ಕನ್ನಡನಾಡು ,⚠️,2022-09-12 07:16:32+00:00,1064,1938,19577,False,2023-04-09 05:41:21+00:00,"RT @yash_fc_gujarat: So true ❤
@TheNameIsYash 

#yash #yashboss #yashfans #kgf #kgf2 #rockybhai #rockingstarYash #CEO #CEOofindia https://t…","['yash', 'yashboss', 'yashfans', 'kgf', 'kgf2', 'rockybhai', 'rockingstarYash', 'CEO', 'CEOofindia']",Twitter Web App,False
Petros Charalambous,,,2022-01-26 10:16:13+00:00,156,1241,1223,False,2023-04-09 05:16:28+00:00,"RT @BethFratesMD: ""It’s not that I’m so smart, it’s just that I stay with problems longer."" -Albert Einstein #grit #perseverance #hope #min…","['grit', 'perseverance', 'hope']",Twitter for iPhone,False
Ravi Kiran,"Bengaluru, India",BeInG aLoNe🕴💀I Ma PaSsIoN😉 bT bEiNg StYliSh😎Is Ma FaShIoN🖕🏻 & CrEaTiNg Ma DeStInY iS mA gOaL👑,2019-08-10 11:10:38+00:00,68,414,10794,False,2023-04-09 05:09:05+00:00,"RT @yash_fc_gujarat: So true ❤
@TheNameIsYash 

#yash #yashboss #yashfans #kgf #kgf2 #rockybhai #rockingstarYash #CEO #CEOofindia https://t…","['yash', 'yashboss', 'yashfans', 'kgf', 'kgf2', 'rockybhai', 'rockingstarYash', 'CEO', 'CEOofindia']",Twitter for iPhone,False
Chris Bertsch,Neither here nor there,"Part bot, part not - I would love to change the world, but they wouldn't give me the source code",2009-08-26 21:13:26+00:00,1869,388,239766,False,2023-04-09 05:07:36+00:00,"RT @Transform_Sec: 5 strategies to manage #cybersecurity risks in mergers and acquisitions &gt; https://t.co/xerVNbd6zf 

#security #infosec #…","['cybersecurity', 'security', 'infosec']",retweettcb,False
Chris Bertsch,Neither here nor there,"Part bot, part not - I would love to change the world, but they wouldn't give me the source code",2009-08-26 21:13:26+00:00,1869,388,239766,False,2023-04-09 05:07:06+00:00,"RT @AlecSocial: RT @Transform_Sec: 5 strategies to manage #cybersecurity risks in mergers and acquisitions &gt; https://t.co/b1rK3j6Jh0 

#sec…",['cybersecurity'],retweettcb,False
👾DFIR💻,,"Malware is bad, mmm k…",2015-09-15 15:39:08+00:00,1734,29,264774,False,2023-04-09 05:02:36+00:00,"RT @Transform_Sec: 5 strategies to manage #cybersecurity risks in mergers and acquisitions &gt; https://t.co/xerVNbd6zf 

#security #infosec #…","['cybersecurity', 'security', 'infosec']",CyberDFIR,False
👾DFIR💻,,"Malware is bad, mmm k…",2015-09-15 15:39:08+00:00,1734,29,264774,False,2023-04-09 05:02:06+00:00,"RT @AlecSocial: RT @Transform_Sec: 5 strategies to manage #cybersecurity risks in mergers and acquisitions &gt; https://t.co/b1rK3j6Jh0 

#sec…",['cybersecurity'],CyberDFIR,False
Michelle Umali,"Worthington, OH",,2011-11-20 02:22:18+00:00,90,125,409,False,2023-04-09 04:43:41+00:00,"RT @bridgewayohio: We are excited to announce that Bridgeway has been recognized as a Top Work Place for 2023 by Columbus CEO Magazine🥳

Br…",,Twitter for iPhone,False
King RSY Cult Sumithʸᵃˢʰ¹⁹,byndoor,Yash Boss Fan 💞 |#YashBOSS 🔥🔥,2022-03-03 12:00:59+00:00,92,121,1711,False,2023-04-09 04:19:16+00:00,"RT @yash_fc_gujarat: So true ❤
@TheNameIsYash 

#yash #yashboss #yashfans #kgf #kgf2 #rockybhai #rockingstarYash #CEO #CEOofindia https://t…","['yash', 'yashboss', 'yashfans', 'kgf', 'kgf2', 'rockybhai', 'rockingstarYash', 'CEO', 'CEOofindia']",Twitter for Android,False
dushyant gadewal,india,"Retired at 38, Tech Enthusiast, #Indian 🇮🇳, Adventure junkie, #Entrepreneur, NITRourkela Alumni, Biker 🚵‍♀️, #IncomeTax payer, #NextStruggle.",2009-11-13 10:18:40+00:00,5888,6518,1091,False,2023-04-09 04:12:06+00:00,RT @hwstaffingsol: Creative Hardware Staffing Solutions is your ONE STOP solution for your Embedded and Hardware Engineering staffing needs…,,Dushyant Tweet,False
Vicky𓃵ʸᵃˢʰ ¹⁹,"Tumkur, India",YashBOSS💫 And Rakshit Shetty💫 Fan and all KFI Fan| Proud Kannadiga 💛❤,2022-09-18 02:57:01+00:00,448,634,47972,False,2023-04-09 04:11:26+00:00,"RT @yash_fc_gujarat: So true ❤
@TheNameIsYash 

#yash #yashboss #yashfans #kgf #kgf2 #rockybhai #rockingstarYash #CEO #CEOofindia https://t…","['yash', 'yashboss', 'yashfans', 'kgf', 'kgf2', 'rockybhai', 'rockingstarYash', 'CEO', 'CEOofindia']",Twitter for Android,False
Shabarish ʸᵃˢʰ ¹⁹,.,bio haki enagbekide,2022-07-31 14:30:45+00:00,1106,1189,120622,False,2023-04-09 03:54:56+00:00,"RT @yash_fc_gujarat: So true ❤
@TheNameIsYash 

#yash #yashboss #yashfans #kgf #kgf2 #rockybhai #rockingstarYash #CEO #CEOofindia https://t…","['yash', 'yashboss', 'yashfans', 'kgf', 'kgf2', 'rockybhai', 'rockingstarYash', 'CEO', 'CEOofindia']",Twitter for Android,False
Giggles5678,Illinois,"MATRIARCH,
Brown Eyed Girl, white chocolate teeth
It is nice to be important, but more important to be nice",2020-04-28 01:53:31+00:00,14,152,2393,False,2023-04-09 03:54:14+00:00,"RT @universalcinem3: Ogres may be like onions, but Illumination Studios has found another layer of the “Shrek” story to peel back.
 
Read m…",,Twitter Web App,False
Chandan,,,2020-07-18 14:11:27+00:00,975,808,96530,False,2023-04-09 03:50:55+00:00,"RT @yash_fc_gujarat: So true ❤
@TheNameIsYash 

#yash #yashboss #yashfans #kgf #kgf2 #rockybhai #rockingstarYash #CEO #CEOofindia https://t…","['yash', 'yashboss', 'yashfans', 'kgf', 'kgf2', 'rockybhai', 'rockingstarYash', 'CEO', 'CEOofindia']",Twitter for Android,False
Their Supreme Majesty: Niko D'Angelo 🧛🏼‍♀️🐉🥷,MilkyWay,My page is educational #KnowThyself- 3•6•9 🦾 Sumerian CyberSpace’s Landgraviate Overseer 👁 #Asgard👽 **Official Satirical Twitter Page of Phoenix Sophia 🦅-🔞,2021-04-29 21:57:06+00:00,75,2093,45529,False,2023-04-09 03:49:36+00:00,"RT @PlatinumCreater: ""In April 2020, #SOME appointed Ralph Boyd as its #CEO, replacing Father John Adams who had been in the #role for 42 y…","['SOME', 'CEO', 'role']",Twitter for Android,False
Dario Rivera 🇪🇨 🇵🇦,,,2009-08-20 05:17:09+00:00,1380,2632,4,False,2023-04-09 03:40:55+00:00,RT @tisrilanka: “Sometimes catching the ‘big fish’ won’t help eradicating #corruption in a corrupted system as individuals are easily being…,['corruption'],Twitter Web App,False
Delia Ferreira,Argentina,"Chair of Transparency International @anticorruption. 
Lawyer. Consultant. 
This Twitter account reflects my personal opinions.",2008-11-01 20:31:28+00:00,15681,1255,56840,True,2023-04-09 03:10:53+00:00,RT @tisrilanka: “Sometimes catching the ‘big fish’ won’t help eradicating #corruption in a corrupted system as individuals are easily being…,['corruption'],Twitter for Android,False
YASH BOSS CULT CHETAN ROCKING STAR YASH BOSS FAN..,"Bengaluru, India",,2017-11-19 17:12:05+00:00,2120,60,29944,False,2023-04-09 03:06:33+00:00,"RT @yash_fc_gujarat: So true ❤
@TheNameIsYash 

#yash #yashboss #yashfans #kgf #kgf2 #rockybhai #rockingstarYash #CEO #CEOofindia https://t…","['yash', 'yashboss', 'yashfans', 'kgf', 'kgf2', 'rockybhai', 'rockingstarYash', 'CEO', 'CEOofindia']",Twitter for Android,False
Fay,,"Owner Business
I Live in Palm Beach, Miami.",2023-04-07 23:17:53+00:00,1,5,101,False,2023-04-09 02:43:02+00:00,"RT @corixpartners: The Curse of the Decade for Many CISOs &gt; https://t.co/rA4cI4IHKK 

#cybersecurity #security #infosec #business #leaders…","['cybersecurity', 'security', 'infosec', 'business', 'leaders']",Twitter Web App,False
Interfaith Mormon Sufi Modi Scarlett Caquimbo🌟💞❄,"Downtown Mesa, Arizona","Need to Feel (Perfectly Secure)for Rejuvenation of 🌎 Rhythm in Agape💌Peaceful Summoning for Synchronization.

☆♡In reverence of Queen Elizabeth II w/Corgies☆♡",2012-02-01 03:57:03+00:00,411,4524,5085,False,2023-04-09 01:55:07+00:00,"RT @Leading_w_Trust: Be a leader.

#leadership #LeadershipDevelopment #CEO #MondayMotivation #quotes https://t.co/7zkUT38LuJ","['leadership', 'LeadershipDevelopment', 'CEO', 'MondayMotivation', 'quotes']",Twitter Web App,False
Ros Cardinal,Australia,"The Leadership Alchemist. Facilitator, change agent, globally awarded coach, author, speaker. Releasing true potential - individuals, teams and organisations.",2013-02-01 08:26:31+00:00,6397,4159,4710,False,2023-04-09 01:37:37+00:00,"RT @DrDavidWeiss: ##infographics The Benefits of Laughter
Source: @apeaceofwork

#questionsworthasking How might you experience the benefit…","['infographics', 'questionsworthasking']",Twitter for iPad,False
Social Design Creative,"Edinburgh, Scotland","We Help People & Organisations become badass! ✰ https://t.co/vVODkRfCbn ✰
https://t.co/t1A2cOygIF

Get FREE Access to our Online Networking Events 👇",2020-07-29 09:41:38+00:00,4673,2,150739,False,2023-04-09 00:57:00+00:00,RT @feedmileapp: Google search engine to get AI support; Google CEO Sundar Pichai dismissed that Chatbots posed a threat to Google’s search…,,Retweet bot bsd,False
Rachit G,Mumbai,enjoy life,2012-10-29 11:15:19+00:00,48,30,6536,False,2023-04-09 00:52:23+00:00,RT @feedmileapp: Google search engine to get AI support; Google CEO Sundar Pichai dismissed that Chatbots posed a threat to Google’s search…,,Twitter for iPhone,False
Kaushalya Ariyathilaka,Sri Lanka,"“The revolution will not be televised. The revolution will be live”

views are solely my own & do not represent my employer or institutions I am affiliated with",2012-03-28 04:29:50+00:00,357,917,26042,False,2023-04-09 00:44:03+00:00,RT @tisrilanka: “Sometimes catching the ‘big fish’ won’t help eradicating #corruption in a corrupted system as individuals are easily being…,['corruption'],Twitter Web App,False
James W,,Amigo para todas as horas!,2014-06-19 21:39:41+00:00,85,430,5089,False,2023-04-09 00:36:58+00:00,"RT @ceo_bsc: The CEO posing  for a picture with @elonmusk 📸
by @cb_doge

#CEO #IAMCEO #TwitterDoge #Memes #Binance #BNB #NFTs #Elon https:/…","['CEO', 'IAMCEO', 'TwitterDoge', 'Memes', 'Binance', 'BNB', 'NFTs', 'Elon']",Twitter for Android,False
James W,,Amigo para todas as horas!,2014-06-19 21:39:41+00:00,85,430,5089,False,2023-04-09 00:36:50+00:00,"RT @ceo_bsc: ⛑️ SAFETY FIRST 🔒 Beware of scams, never click on random links &amp; always verify our official contract address:

0x237ace23Ab2C3…",,Twitter for Android,False
Sharon,USA,"Teacher by day, Artist by night. Love humor 🤪, ice cream 🍦, and dogs 🐶 🐶",2014-09-24 01:53:21+00:00,4151,29,210532,False,2023-04-09 00:03:06+00:00,"RT @GFACCORD: Retweet selected by the https://t.co/11ojAZA3Wf team |  New IBM CEO begins in top role, stresses need to 'win the architectur…",,Twitter App v9.0.1,False
🤩 Michelle 🤩,Pennsylvania,🌈 Tech nerd - Mom - Wife - Foodie - You miss 100% of the shots you don't take 🇺🇸,2016-07-18 17:54:37+00:00,5476,48,253510,False,2023-04-08 23:58:06+00:00,"RT @GFACCORD: Retweet selected by the https://t.co/11ojAZA3Wf team |  New IBM CEO begins in top role, stresses need to 'win the architectur…",,_math_bot_,False
Armando Oliveira - Braga,"Braga, Portugal",Discover Learning #Science. #Engineering of all Time. #Technology the other face of Human. The reticent World. Cogitamus - Citations by Author. #infographic,2019-02-07 13:54:56+00:00,4665,4917,18741,False,2023-04-08 23:39:12+00:00,"RT @DigitalTDaily: Technology leaders should identify areas where they can find benefits to streamline operations, improve customer experie…",,Twitter Web App,False
Provision IT,Melbourne Australia,,2009-06-16 17:25:15+00:00,1690,4960,19506,False,2023-04-08 23:09:37+00:00,"RT @DigitalTDaily: Technology leaders should identify areas where they can find benefits to streamline operations, improve customer experie…",,Twitter for Android,False
jayeshthakur,::1,"Husband, Father, Student, Security n00b. Interested in Cyber Security Research, Pen testing, RED Teaming, & Threat Hunting, Thoughts and Tweets are my own.",2010-09-13 02:13:27+00:00,3397,848,1455,False,2023-04-08 23:03:36+00:00,"RT @Corix_JC: The #CyberSecurity Leadership Handbook for the #CISO &amp; the #CEO

How to Fix Decade-Old Issues and Protect Your Organization f…","['CyberSecurity', 'CISO', 'CEO']",jayeshthakur,False
jayeshthakur,::1,"Husband, Father, Student, Security n00b. Interested in Cyber Security Research, Pen testing, RED Teaming, & Threat Hunting, Thoughts and Tweets are my own.",2010-09-13 02:13:27+00:00,3397,848,1455,False,2023-04-08 23:02:50+00:00,"RT @corixpartners: The #CyberSecurity Leadership Handbook for the #CISO &amp; the #CEO

How to Fix Decade-Old Issues and Protect Your Organizat…","['CyberSecurity', 'CISO', 'CEO']",jayeshthakur,False
Sitthy Rahman,,,2022-02-08 09:09:20+00:00,31,542,5042,False,2023-04-08 22:30:22+00:00,RT @tisrilanka: “Sometimes catching the ‘big fish’ won’t help eradicating #corruption in a corrupted system as individuals are easily being…,['corruption'],Twitter for iPhone,False
CreditUnionLand,Everywhere,There is no better place for your $ or for your career than a #creditunion  Opinions are my own,2010-07-09 13:23:44+00:00,2209,2005,6947,False,2023-04-08 21:39:38+00:00,RT @TheRealCUES: Don't miss the first ever CEO Dialogue! Gather with fellow credit union CEOs for an opportunity to share insights and brai…,,TweetDeck,False
Visual Info Technology,World,"Grab on the fly the latest insights and useful info about digital for your business, with visual content. #Digital #BusinessTransformation #Infographics",2016-11-01 15:57:55+00:00,22230,19449,21489,False,2023-04-08 21:21:45+00:00,"How to Plan Your Company’s Transformation &gt; By understanding how change naturally rolls out, you can start your planning with where you want to end up.
By @MITSloan https://t.co/vJ8G3aO3bI rt @antgrasso #DigitalTransformation #CEO #DigitalStrategy https://t.co/FP8I2rLVAY",,Twitter Web App,False
Prof. Ari,,Associate Professor for Computer Networks. #WirelessNetworking • #IoT • #AI • #Automation • #Cybersecurity • #Privacy,2021-12-28 08:54:26+00:00,112,133,14,False,2023-04-08 21:21:32+00:00,"RT @DigitalTDaily: Technology leaders should identify areas where they can find benefits to streamline operations, improve customer experie…",,Twitter for iPhone,False
Prof. Ari,,Associate Professor for Computer Networks. #WirelessNetworking • #IoT • #AI • #Automation • #Cybersecurity • #Privacy,2021-12-28 08:54:26+00:00,112,133,14,False,2023-04-08 21:20:18+00:00,RT @NewsEdgetech: Business leaders have made bold commitments to reducing emissions. The challenge will be fulfilling these pledges across…,,Twitter for iPhone,False
Kamal Hussain,,Kamal Hussain,2022-07-30 17:01:11+00:00,32,228,64,False,2023-04-08 21:00:28+00:00,"RT @KamalHu87607133: I will create, setup and manage your professional Facebook business page

WhatsApp: +8801735903885
Order Now on Fiverr…",,Twitter Web App,False
Hajer Al Qassimi,My own bubble of awesomeness,"Throw me to the wolves, & I'll come back leading the pack.

Digital Transformation Expert (AI, RPA, Big Data, IoT, Digital twin, Digital Channels, Smart Gov)",2010-02-09 17:45:27+00:00,2454,969,3969,False,2023-04-08 20:11:19+00:00,"RT @DigitalTDaily: Technology leaders should identify areas where they can find benefits to streamline operations, improve customer experie…",,Twitter for iPhone,False
Staci Swiderski,"Chicago, IL",Owner/CEO @family_source. Third Party Reproduction expert building families via #Surrogacy & #EggDonation since 2007✨,2011-05-04 06:50:24+00:00,337,288,1688,False,2023-04-08 20:03:27+00:00,RT @family_source: Excited to share #ThursdayThoughts from our #CEO on celebrating pathways to becoming a parent or #familybuilding. https:…,"['ThursdayThoughts', 'CEO', 'familybuilding']",Twitter for iPhone,False
Wendy Downie,,,2022-08-11 12:00:45+00:00,30,209,706,False,2023-04-08 19:37:45+00:00,RT @andrewboulind: Importance of having a mentor. Even having someone peer to peer where you can exchange and challenge each other on your…,,Twitter for iPhone,False
Pierre Ber,,,2011-02-28 14:10:59+00:00,2793,4999,262629,False,2023-04-08 19:37:15+00:00,RT @LollyDaskal: If you want to be a successful as a leader you need to learn to become comfortable with uncertainty and make adjustments q…,,Twitter for Android,False
هاله العلي,,"Life is short, live while you can ♥️",2022-05-28 17:03:35+00:00,52,127,2177,False,2023-04-08 19:31:39+00:00,RT @NewsEdgetech: Business leaders have made bold commitments to reducing emissions. The challenge will be fulfilling these pledges across…,,Twitter for iPhone,False
Alec Mackenzie,"London, UK","Partner @Educated_Change Helps execs around the world to communicate digitally in a mindful, targeted & strategic way. If you see something odd I'm ""testing""",2011-01-05 17:13:07+00:00,2641,1976,2126,False,2023-04-08 19:10:30+00:00,"RT @Transform_Sec: 5 strategies to manage #cybersecurity risks in mergers and acquisitions &gt; https://t.co/b1rK3j6Jh0 

#security #infosec #risk #riskmanagement #cyberrisk #business #leaders #leadership #management #CISO #CIO #CTO #CRO #CEO https://t.co/roGgBuLXa8",['cybersecurity'],IFTTT,False
Jan Barbosa 🐝,"Puerto Rico, USA",Brand Ambassador at @beBee Inc. | @Onalytica 2016 AR + 2020 IIOT + 2021 AI + 2022 IOT/IIOT Top 100 Social Amplifier | #AI #IOT #Socialmedia #ADHD | 🇺🇸🇵🇷🇵🇹,2015-04-20 23:40:44+00:00,14862,8890,89554,False,2023-04-08 19:09:07+00:00,"RT @corixpartners: The #CyberSecurity Leadership Handbook for the #CISO &amp; the #CEO

How to Fix Decade-Old Issues and Protect Your Organizat…","['CyberSecurity', 'CISO', 'CEO']",Twitter for iPhone,False
Jan Barbosa 🐝,"Puerto Rico, USA",Brand Ambassador at @beBee Inc. | @Onalytica 2016 AR + 2020 IIOT + 2021 AI + 2022 IOT/IIOT Top 100 Social Amplifier | #AI #IOT #Socialmedia #ADHD | 🇺🇸🇵🇷🇵🇹,2015-04-20 23:40:44+00:00,14862,8890,89554,False,2023-04-08 19:08:21+00:00,"RT @Corix_JC: The #CyberSecurity Leadership Handbook for the #CISO &amp; the #CEO

How to Fix Decade-Old Issues and Protect Your Organization f…","['CyberSecurity', 'CISO', 'CEO']",Twitter for iPhone,False
