username,bio,profile_url,website,location,followers_count
aacreations9,Only Twitter Handle of A & A Creations We 💓 Superstar Mahesh Babu and Have Huge Respect towards TFI Actors :),https://twitter.com/aacreations9,http://youtube.com/aacreations9,"Hyderabad, India",24048
vijayjdarda,"Chairman of Lokmat Media, Pioneering Journalist, Veteran Parliamentarian, Compassionate Philanthropist & Son of a Freedom Fighter 🇮🇳. Retweets ≠ Endorsements.",https://twitter.com/vijayjdarda,https://www.vijaydarda.in/,"Nagpur, India",21405
imtiaz_jaleel,"VBA & AIMIM Member of Parliament Aurangabad 2019-24.
President- AIMIM Maharashtra.
AIMIM MLA - A’bad central 2014-19.
Former journalist.",https://twitter.com/imtiaz_jaleel,,"Aurangabad, India",333547
suzannebernert,"हर हर महादेव 🙏 | 
Known for Ashoka & The Accidental Prime Minister | 
CoupleVlog: youtube.com/@suzakhil | 
Email: teamsuzannebernert@gmail.com",https://twitter.com/suzannebernert,https://linktr.ee/suzannebernert,Mumbai,50943
siddnigam_off,National level 🥇 Gymnast/Actor Dhoom3-Ashoka-Aladdin,https://twitter.com/siddnigam_off,https://en.m.wikipedia.org/wiki/Siddharth_Nigam,India,142819
AanchalOfficial,Actor,https://twitter.com/AanchalOfficial,,Mumbai,89393
anbariv,"#AnbAriv Action Directors in Films. 
National award recipients for #KGF 1.",https://twitter.com/anbariv,https://www.facebook.com/anbarivofficial/,"Chennai, India",39761
Kohled_Eyes_,"MAA || PAPA || महादेव || Modi ji || Introvert 🦋||Single || 
#ShortTemper

Backup Acc @This_is_Sapnaa",https://twitter.com/Kohled_Eyes_,https://instagram.com/kohled_eyes?utm_medium=copy_link,"Mumbai, India",53763
salmawysalma,i model & complain about the patriarchy,https://twitter.com/salmawysalma,https://instagram.com/salmasalmawy?utm_medium=copy_link,cairo,21143
imKBRshanthnu,Actor 😊,https://twitter.com/imKBRshanthnu,https://www.youtube.com/c/WithLoveShanthnuKiki,Chennai,1722006
RachataJam,Rachata Hamphanon IG ; jam.rachata,https://twitter.com/RachataJam,,ประเทศไทย,110629
bandisanjay_bjp,"BJP Telangana President | MP – Karimnagar |

Member :
Committee on Welfare of OBC | State level Committee on Minority Affairs | AIIMS-Bibinagar",https://twitter.com/bandisanjay_bjp,,"Karimnagar, India",356477
SVishnuReddy,"BJP -State General Secretary - Andhra Pradesh | National vice Chairman,Youth Affairs.Govt of India | Ex President Of BJYM - Andhra Pradesh",https://twitter.com/SVishnuReddy,https://www.vishnuvardhanreddy.com/,India,23770
DPrasanthNair,"Doctorate-IIMA,Honoured to be followed by Respected PM, @TVSCapitalFunds, @ZingHR,Ex-Hd HR(Thomas Cook,Cipla),  Advisory Board-Nasscom Community, Husband of Dr",https://twitter.com/DPrasanthNair,,Mumbai,11355
gjsontake,Follow for Civil Services (IAS/IPS) exam preparation tips | YouTube-youtube.com/@upscsupersimp… | Founder UPSC Super Simplified,https://twitter.com/gjsontake,https://www.upscsupersimplified.com,"Pune, India",14160
SherlynChopra,"Actor, NGO Founder, LL.B. Student, Producer, Entrepreneur (अहमस्मदीय यथार्थयस्य निर्मातास्मि) instagram.com/_sherlynchopra_",https://twitter.com/SherlynChopra,https://prakasham.foundation,"Mumbai, India",612784
AndhraBoxOffice,Since 2010.1st Most Comprehensive Portal on Tollywood BO,https://twitter.com/AndhraBoxOffice,http://andhraboxoffice.com/,"Hyderabad, India",406842
Kavin_m_0431,Actor at tamil film industry.,https://twitter.com/Kavin_m_0431,https://www.instagram.com/kavin.0431/,"Chennai, India",219591
sgurumurthy,"Mahaswami in whom I saw God advised me out of electoral politics. CA by profession. Writer on political, economic issues by choice Editor Thuglak by destiny",https://twitter.com/sgurumurthy,http://gurumurthy.net,Chennai,324255
LeoMovieOffI,"#LEO Film Fan Page, #BLOODYSWEET. Thalapathy @actorvijay, Directed by @Dir_Lokesh, Music @AnirudhOfficial. Parody, Fan Twitter, commentary Account!",https://twitter.com/LeoMovieOffI,,"Chennai, India",88038
VijayFansTrends,The Official Trends Page for Thalapathy @actorvijay. Backup Account @VijayTrendsPage,https://twitter.com/VijayFansTrends,https://twitter.com/i/topics/1148949536909303809?s=09,India,424971
am_kathir,Actor | #Instagram : bit.ly/2sziOhE,https://twitter.com/am_kathir,https://youtu.be/b2xE68VEjUs,India,609715
jaavedjaaferi,"Biodegradable Entertainer. Actor, producer, director, comedian, choreographer, voice artist, realistically optimistic🥸Eggjactly!",https://twitter.com/jaavedjaaferi,,MUMBAI,953532
SamCSmusic,"Sam C. S. is an Indian film music composer, producer, songwriter, lyricist, and singer who predominantly works in the indian film industry",https://twitter.com/SamCSmusic,,"Chennai, India",179526
LeoMovieOff,"Fan Page of #Leo ! Dir by @Dir_Lokesh, Produced by @7ScreenStudio, Starring Thalapathy @actorvijay, @trishtrashers. Music by @anirudhofficial",https://twitter.com/LeoMovieOff,,India,214017
cinemapayyan,YouTuber || Emcee || Writer || Creative Director || Sportscaster || Film Enthusiast - Tweets Temporarily managed by #TeamCinemapayyan🤘,https://twitter.com/cinemapayyan,,Chennai,250923
SumathiIPS,"IPS officer, DIG @CID / @TS_WomenSafety, Telangana State / Believes in Human face of Policing / Balancing act- Be Simple & Sincere",https://twitter.com/SumathiIPS,https://www.womensafetywing.telangana.gov.in/,"Hyderabad, India",18531
AdnanSamiLive,"Recipient of the Padma Shri, Multi Platinum Recording Artiste, Music Composer, Singer, Concert Pianist, Song Writer, Actor & Barrister at Law..Proud Indian.🇮🇳",https://twitter.com/AdnanSamiLive,,"Mumbai, India",691364
Jagadishbliss,"Founder - @TheRoute Co-Producer - #Leo  #Master Producer - #SeshamMikeilFathima, #RevolverRita",https://twitter.com/Jagadishbliss,https://www.instagram.com/jagadishbliss,Chennai,459497
pudiharicharan,"Entertainment Journalist. Words @htshowbiz @cinestaan. Formerly with IANS and Bangalore Mirror. Also, a compulsive shoe shopper",https://twitter.com/pudiharicharan,http://www.firstpost.com/author/haricharan-pudipeddi/page/1,"Chennai, India",78737
Himanshu_POCO,Country Head - @IndiaPOCO  | IIM Bangalore | Guinness World Record Holder | Views are personal | Fake Profiles & Spammers in comments section get blocked,https://twitter.com/Himanshu_POCO,https://www.linkedin.com/in/himanshu-tandon-iimb,"Bengaluru, India",16085
RSeanRoldan,"Composer/Singer-Songwriter - Vaayai Moodi pesavum, Mundasupatti, Sathuranka vettai, Joker, Powerpaandi, Mehendi Circus, Jai Bhim❤️ SeanRoldan&Friends",https://twitter.com/RSeanRoldan,,"Chennai, India",118093
SanjeeveVenkat,Actor | Enquiries : itssanjeeve@gmail.com,https://twitter.com/SanjeeveVenkat,https://instagram.com/sanjivvenkat?utm_medium=copy_link,"Chennai, India",214890
DreamWarriorpic,"A Film Production and Distribution Company, Chennai, India",https://twitter.com/DreamWarriorpic,https://www.dwp.in,"Chennai, India",279111
Madan_Chikna,"Humour • Memes • Cricket • Art • Photoshop •

💻- himrocks08@gmail.com

Founder- aksharcreative.in",https://twitter.com/Madan_Chikna,https://instagram.com/madan_chikna,Mumbai,132442
rio_raj,Actor 🎭,https://twitter.com/rio_raj,,chennai,982820
mayankcricket,"Cricketer🇮🇳. For business queries, please email: partnerships@baselineventures.com",https://twitter.com/mayankcricket,http://facebook.com/mayankindia,India,1291359
Kiran_Abbavaram,Actor.,https://twitter.com/Kiran_Abbavaram,https://en.wikipedia.org/wiki/Kiran_Abbavaram,Hyderabad,53461
SquillMama,"Trump1 🇺🇸Wildlife Rehabilitator, LPI, #2A FB/RTD @michaeljohns @Cvpayne @KariLake @RealBrysonGray @LauraLoomer @DineshDSouza @HodgeTwins #AmericaFirst",https://twitter.com/SquillMama,,Bama,49447
DrDeepakKrishn1,"Senior Interventional Cardiologist, Sakra World Hospital, Bengaluru.
#Medicine #Cardiology #parenting #cats #movies #music #food
Here to spread health awareness",https://twitter.com/DrDeepakKrishn1,,Bangalore,38438
midoahm,father of three..Dogs lover..هنا ارائي الشخصية دون وجود اي مسؤولية على جهة عملي!ة @alremontadacom #الريمونتادا founder of @maker_eg,https://twitter.com/midoahm,https://www.youtube.com/c/AhmedHossamMido9,Egypt,5534772
RoryStewartUK,"President of @GiveDirectly. Author of The Places in Between. Hosts @Restispolitics w Alastair Campbell. Visiting Fellow Jackson School, Yale",https://twitter.com/RoryStewartUK,https://www.rorystewart.co.uk,Amman,515411
RaoKavitha,Worker of BRS Party| Member of Legislative Council-Kamareddy & Nizamabad | Former Member of Parliament | Founder Telangana Jagruthi |Wife|Mother|Daughter|Sister,https://twitter.com/RaoKavitha,,"Hyderabad, India",1280011
iampayalghosh,I’m my favourite🖤Film actress🎥 ProudIndian🇮🇳 philanthropist 😍Dady’s laadli ♥️Brat 😬 immensely blessed 🤞🏻 Coffee obsessed☕️#RPI’s VP women’s wing .,https://twitter.com/iampayalghosh,https://twitter.com/iampayalghosh,India,227590
arrahman,Director of LeMusk the Cinematic Sensory experience… Tweets by Administrator,https://twitter.com/arrahman,http://www.instagram.com/arrahman,"Chennai, India",24472156
yoursanjali,Actor..,https://twitter.com/yoursanjali,https://www.facebook.com/AnjaliOfficial/,India,1366362
ashokepandit,Indian Filmmaker (Producer - #TheChargesheet on @Zee5India) | Social Activist | Conservationist | @instagram - ashokepandit1,https://twitter.com/ashokepandit,https://en.wikipedia.org/wiki/Ashoke_Pandit,Mumbai,314298
zahacktanvir,Saudi-based 🇸🇦Indian 🇮🇳 | MS in AI @LJMU 🇬🇧 | Counterterrorism @UniLeiden 🇳🇱 | Founder & Director @MilliChronicle 🇬🇧 | Bylines @CNNnews18 @FirstPost,https://twitter.com/zahacktanvir,https://www.firstpost.com/author/zahack-tanvir,Kingdom of Saudi Arabia,40456
gyanjarahatke,This is an official account of gyanjarahatke @YouTube channel. Aim: Knowledgeable content in simple language with a touch of humor. So follow us for that 🙏,https://twitter.com/gyanjarahatke,http://youtube.com/@GyanJaraHatke,India,21933
realbassemeid,I am a Palestinian peace activist and the founder of the Jerusalem-based Palestinian Human Rights Monitoring Group. #BDSisBS,https://twitter.com/realbassemeid,http://Bassemeid.com,Jerusalem,13148
tokstarr,"Public Figure.
🇳🇬/🇬🇧/🇺🇸
BabyGirl 4 Life 
Media Girl - Radio, Television, YouTube.
Actor.
Influencer.
Entrepreneur.
Bookings - Contact@thetokemakinwa.com",https://twitter.com/tokstarr,https://linktr.ee/Tokemakinwa,"Lagos, Nigeria.",1246921
drsangitareddy,"Joint Managing Director - Apollo Hospitals Group, Past President -  FICCI , Chair - G20 Empower India",https://twitter.com/drsangitareddy,http://www.drsangitareddy.com,Hyderabad,71894
Karthi_Offl,Actor | @UzhavanFDN,https://twitter.com/Karthi_Offl,https://instagram.com/uzhavanfdn,"Chennai, India",3020667
Naveenc212,Actor,https://twitter.com/Naveenc212,,Hyderabad,131628
pradeeponelife,"Director,Writer of #Comali ; Director, Writer ,Actor of #LoveToday ; You made me what I am",https://twitter.com/pradeeponelife,,chennai,200382
ShkhRasheed,Ex Federal Minister for Interior. Gov of Pakistan.President/Founder Awami Muslim League.Author of Farzande Pakistan & Lal Haveli Say Aqwame Muthida Tak.,https://twitter.com/ShkhRasheed,http://www.aml.org.pk,islamabad,7754582
arhuml92,known for my political tweets and fashion style. Founder MQM (Memon Quami Movement),https://twitter.com/arhuml92,http://instagram.com/arhuml92,"Karachi, Pakistan",40872
ikamalhaasan,"Film buff,Actor, Director, Dancer, Writer, Producer above all,  a neo-polityculturist",https://twitter.com/ikamalhaasan,,"Chennai, India",7772419
sooriofficial,Actor,https://twitter.com/sooriofficial,,"Chennai, India",2199782
SKProdOffl,Official handle of the actor @Siva_Kartikeyan's film production house.,https://twitter.com/SKProdOffl,http://www.youtube.com/SivakarthikeyanProductions,"Chennai, India",241342
StarSportsIndia,"Look no further if sports is your forte, head no further if you want to watch your favorite sport! Likes and RTs are not endorsements.",https://twitter.com/StarSportsIndia,http://www.hotstar.com/sports,India,5939153
tarak9999,Actor,https://twitter.com/tarak9999,,Hyderabad,6748163
sparkle27_,"Dreamer|,Content Writer|,Social Media Activist✌️
Followback💯",https://twitter.com/sparkle27_,,"Karachi, Pakistan",10293
ActorKartikeya,Actor,https://twitter.com/ActorKartikeya,https://www.instagram.com/actorkartikeya,India,364359
actor_jayamravi,An actor trying to entertain people.,https://twitter.com/actor_jayamravi,http://www.fb.com/JayamRaviOfficial,Chennai,3997132
TheNameIsYash,"Actor & Proud Kannadiga

- Be yourself because an original is worth more than a copy",https://twitter.com/TheNameIsYash,,"Karnataka, India",1360325
actor_Nikhil,"Indian Movie Actor.claim to fame👉🏼HAPPY DAYS... YUVATHA... SWAMY RARA, KARTHIKEYA Series.. SuryaVsurya. Ekkadiki..Arjun Suravaram & Forever an ARSENAL Fan :)",https://twitter.com/actor_Nikhil,,"Hyderabad, India",1651804
ActorMadhavan,"Actor-Love being one-Have lived a 100 lives within this one,thanks to the job-Made films-Some that you liked and yet others I indulged in-Blessed and fortunate.",https://twitter.com/ActorMadhavan,http://www.imdb.com/name/nm0534856/,Mumbai,3104566
realumarriaz,"BIGG BOSS 15, Surgeon, actor",https://twitter.com/realumarriaz,https://instagram.com/umarriazz91?igshid=fe1swryeezpj,"Mumbai, India",353015
varusarath5,"Actor, Social Activist, The right kind of feminist.. Animal lover..Founder of Save Shakti..",https://twitter.com/varusarath5,http://www.saveshakti.org/,"Chennai, India",1798796
iamnagarjuna,film actor,https://twitter.com/iamnagarjuna,,hyderabad,6363267
shankarshanmugh,"Director, Producer, Story and Screenplay writer.",https://twitter.com/shankarshanmugh,https://instagram.com/shanmughamshankar,Chennai,3397162
Nithin0dha,"Founder & CEO @Zerodhaonline @Rainmatterin
Learning at @RainmatterOrg
Musings on finance, business, and life: nithinkamath.me",https://twitter.com/Nithin0dha,http://www.zerodha.com,Bangalore,518131
EPSTamilNadu,Leader of Opposition - Tamilnadu Legislative Assembly | Interim General Secretary - AIADMK | Former Chief Minister - Tamilnadu,https://twitter.com/EPSTamilNadu,,"Tamil Nadu, India",553835
basliyoruz2023,"Bir iktidar meselesi... 

Resmi kampanya hesabı değildir.",https://twitter.com/basliyoruz2023,http://instagram.com/2023basliyoruz,Türkiye,45216
Nawazuddin_S,Actor,https://twitter.com/Nawazuddin_S,http://www.nawazuddinsiddiqui.com,India,2944361
nimmaupendra,Film Actor-Director-Writer-ಪ್ರಜಾಕಾರಿಣಿ / Prajaakeeyan t.me/prajaakeeyaoff…,https://twitter.com/nimmaupendra,http://t.me/prajaakeeyaofficial,"Bengaluru, India",1210498
UnionBankTweets,"One of the largest Public Sector Banks in India.

Disclaimer: Union Bank of India shall bear no responsibility for confidentiality of info shared on twitter.",https://twitter.com/UnionBankTweets,http://www.unionbankofindia.co.in,"Mumbai, India",553608
NabhaNatesh,actor,https://twitter.com/NabhaNatesh,,Bengaluru,506333
i_nivethathomas,Actor . Architect,https://twitter.com/i_nivethathomas,,"Chennai, India",2571597
IAmVarunTej,Indian!...Actor!...Need no more!,https://twitter.com/IAmVarunTej,https://Instagram.com/varunkonidela7/,Hyderabad,3387784
PurandeswariBJP,"D/O N.T Rama Rao || @BJP4India National General Secretary || Incharge #Odisha  || Ex Cabinet Minister - MOS HRD, Commerce",https://twitter.com/PurandeswariBJP,https://www.bjp.org/,"Hyderabad, India",48816
AnilRavipudi,Film Writer & Director,https://twitter.com/AnilRavipudi,,"Hyderabad, India",1508572
vennelakishore,ACTOR/WRITER(novice)/MOVIE IDOLIZER/FOOD FREAK/XBOX GEEK(in the past)/,https://twitter.com/vennelakishore,https://m.facebook.com/VennelaKishore/,Hyderabad,2124597
MinhazMerchant,"Biographer: Rajiv Gandhi, Aditya Birla. Ex-TOI, IndiaToday. Founder: Sterling Newspapers Ltd, acquired by IndianExpress. Recipient: Jeejeebhoy prize for physics",https://twitter.com/MinhazMerchant,http://www.minhazmerchant.com,Mumbai,281848
AlwaysRamCharan,Actor,https://twitter.com/AlwaysRamCharan,,India,3030976
urstrulyMahesh,Actor in Indian Telugu Cinema,https://twitter.com/urstrulyMahesh,http://instagram.com/urstrulymahesh,"Hyderabad, India",13205362
Ragavendraraoba,Indian film director,https://twitter.com/Ragavendraraoba,https://youtube.com/@KRaghavendraRaoBA,Hyderabad,263152
juniorbachchan,"Actor, Sports fan.",https://twitter.com/juniorbachchan,,"Mumbai, India",15526338
