Username,Bio,profile URL,Location,Websites
JayThakkar22,"proud indian, vice president & head of alternate research at sharekhan by bnp paribas

tweets on stock markets are for educational purpose",https://twitter.com/JayThakkar22,"mumbai, india",https://t.co/iaaDH874yw
broncos_sacco,vice president of public relations for the denver broncos.  the opinions expressed on this site do not necessarily reflect views of the denver broncos.,https://twitter.com/broncos_sacco,"denver, co",http://t.co/IkFBIqkXJj
brandonhatmaker,executive vice president / community development / project management / digital strategy,https://twitter.com/brandonhatmaker,austin / round mountain / tx,https://t.co/bCiN9k0I4I
RacheldeThame,"tv presenter, garden writer & columnist  vice president plantlife @love_plants ambassador @ngsopengardens",https://twitter.com/RacheldeThame,uk,https://t.co/VSGxzdKdG0
changlihkang,"minister @officialmosti | mp for tanjong malim | vice president, parti keadilan   rakyat 🇲🇾 road to #innovationnation",https://twitter.com/changlihkang,malaysia,
brwngrldev,"#tech leader, conference #speaker, #poet, and #instructor
👩🏽‍💻vice president of engineering @meetup. thoughts/opinions are my own 😁",https://twitter.com/brwngrldev,"maryland, usa",https://t.co/N0LxqIyIR1
RamVSatpute,mla- malshiras constituency | national vice president of @bjym | वंदे मातरम् |,https://twitter.com/RamVSatpute,"malsiras, india",https://t.co/u2qTyJIBrm
raghuhock,"athlete hockey 
double olympian 
arjuna awardee 
akalavya awardee
vice president hockey karnataka",https://twitter.com/raghuhock,"bangalore, india",
rashtrapatibhvn,"official twitter account of rashtrapati bhavan and is run by the president’s secretariat | smt droupadi murmu, president of india.",https://twitter.com/rashtrapatibhvn,"new delhi, india",https://t.co/uURXhUHd8P
PresOfPakistan,dr. arif alvi — the president of islamic republic of pakistan,https://twitter.com/PresOfPakistan,pakistan,https://t.co/TlXhQwG6cm
UN_PGA,"official account of csaba kőrösi, president of the 77th session of the united nations general assembly. instagram: https://t.co/yzc1jkcrja",https://twitter.com/UN_PGA,new york,https://t.co/0eyW2fc9q0
Lagarde,"president of the @ecb, the central bank for the euro. i manage this account with my team.",https://twitter.com/Lagarde,frankfurt am main,https://t.co/eKx9eJcd5P
iingwen,中華民國第15任總統 president of the republic of china (taiwan),https://twitter.com/iingwen,taipei city,https://t.co/9mFJzEjEd8
WHCOS,white house chief of staff. husband. dad of 4. bagel enthusiast. #team46,https://twitter.com/WHCOS,,https://t.co/LNgEnTrBGi
ArifAlvi,president of the islamic republic of pakistan,https://twitter.com/ArifAlvi,"karachi, sindh, pakistan",https://t.co/sxoveM313F
JOD46,white house deputy chief of staff. mom of 3 kiddos. we can do hard things. #team46,https://twitter.com/JOD46,,https://t.co/7LHIXeDVuD
PresidentRuvi,archived account of the 10th president of the state of israel,https://twitter.com/PresidentRuvi,"jerusalem, israel",https://t.co/2YItNfxFQS
EP_President,president of @europarl_en 🇪🇺.,https://twitter.com/EP_President,europe,https://t.co/pecBSI3YRB
MichaelLaRosa46,press secretary to the first lady and special assistant to the president,https://twitter.com/MichaelLaRosa46,"washington, dc",https://t.co/bhQEgKjYOC
AnastasiadesCY,"νίκος αναστασιάδης, τέως πρόεδρος της κυπριακής δημοκρατίας | 2013-2023 | former president of the republic of cyprus",https://twitter.com/AnastasiadesCY,cyprus,https://t.co/RytTEK5kra
EAlexander46,white house deputy assistant to the president and communications director for the first lady,https://twitter.com/EAlexander46,,https://t.co/NgUd6eRpNj
AndriyYermak,керівник офісу президента україни / head of the office of the president of ukraine,https://twitter.com/AndriyYermak,,https://t.co/zBq1PkNaWq
AlondraNelson46,"deputy assistant to the president and
principal deputy director for science and society,
white house office of science and technology policy",https://twitter.com/AlondraNelson46,"washington, dc",https://t.co/Av4S3L5eFf
ERiley46,@whitehouse communications chief of staff,https://twitter.com/ERiley46,,https://t.co/NgUd6eRpNj
Richmond46,senior advisor to the president and director of the white house office of public engagement,https://twitter.com/Richmond46,,https://t.co/7LHIXeDVuD
AlarKaris,president of estonia,https://twitter.com/AlarKaris,,https://t.co/KvGPGpQYUo
PresidentBio,h.e. julius maada woni bio is the current and the 5th president of the republic of sierra leone.,https://twitter.com/PresidentBio,sierra leone,https://t.co/3p564mYEs3
HashimThaciRKS,5th president of the republic of kosovo. declared the independence of the republic 🇽🇰. former pm & fm of the country. a husband and a father.,https://twitter.com/HashimThaciRKS,kosova,https://t.co/bMVnxqMrV3
hagegeingob,president of the republic of namibia,https://twitter.com/hagegeingob,namibia,https://t.co/h03PCkwaeU
UMichPrezOno,official account of the 15th president of @umich. former president of @ubc and the @uofcincy.,https://twitter.com/UMichPrezOno,"ann arbor, michigan",https://t.co/YFjRPLdCXd
CyrilRamaphosa,president of the african national congress. president of the republic of south africa. chair of the african union 2020.,https://twitter.com/CyrilRamaphosa,south africa,https://t.co/YiKnZMa8t3
KlausIohannis,president of romania,https://twitter.com/KlausIohannis,"bucureşti, românia",https://t.co/nCNZWm3xRM
AndrewJBates46,white house deputy press secretary and senior communications adviser for strategic response. winston-salem native and @ncstate wolfpack alum.,https://twitter.com/AndrewJBates46,"washington, d.c.",https://t.co/e3AsGV2pBo
Rigas_pils,oficiālais latvijas valsts prezidenta kancelejas twitter konts / official twitter account of the chancery of the president of latvia.,https://twitter.com/Rigas_pils,"pils laukums 3, rīga",https://t.co/rxTUCqyGyc
TheVillaSomalia,official twitter channel for h.e president hassan sheikh mohamud’s office.,https://twitter.com/TheVillaSomalia,"mogadishu, somalia",https://t.co/8bIMcnrA4i
HikmetHajiyev,"assistant of the president of the republic of azerbaijan, head of foreign policy affairs department of the presidential administration.  rt not endorsement.",https://twitter.com/HikmetHajiyev,"baku, azerbaijan",https://t.co/08bHNLv1RT
TPKanslia,tasavallan presidentin kanslia / republikens presidents kansli / office of the president of the republic of finland sauli @niinisto,https://twitter.com/TPKanslia,"helsinki, finland",https://t.co/YJ5ffYxyBc
KirstenAllen46,special assistant to the president and press secretary to @vp,https://twitter.com/KirstenAllen46,,https://t.co/m4HQ8TN70M
JohnTChambers,"grandfather/father/husband/startup advocate/market transition predictor. founder @jc2ventures, chairman emeritus @cisco, chairman @usispforum, @lafrenchtech amb",https://twitter.com/JohnTChambers,"palo alto, ca",https://t.co/xEHc2qPEjU
edmnangagwa,"official twitter account of emmerson dambudzo mnangagwa, president of the republic of zimbabwe 🇿🇼",https://twitter.com/edmnangagwa,zimbabwe,
MitchLandrieu46,white house senior advisor & infrastructure implementation coordinator,https://twitter.com/MitchLandrieu46,,https://t.co/QENUAkM7HC
VjosaOsmaniPRKS,president of the republic of kosova | presidente e republikës së kosovës,https://twitter.com/VjosaOsmaniPRKS,kosovo,https://t.co/FR6MOGwXZt
MattHill46,@whitehouse senior associate communications director. working to build a better america. proud state school grad of @uofillinois.,https://twitter.com/MattHill46,"washington, dc",https://t.co/16aXyjJnO1
predsjednik_cg,predsjednik crne gore / president of montenegro 🇲🇪,https://twitter.com/predsjednik_cg,montenegro,https://t.co/uWVxY0xHMl
DearPOTUS46,"the eyes and ears of the american people within the @whitehouse. to learn how you can write to president biden, visit https://t.co/s7464aqsqb.",https://twitter.com/DearPOTUS46,,https://t.co/BHJYIiCBev
PhilGordon46,assistant to the president and national security advisor to @vp,https://twitter.com/PhilGordon46,,https://t.co/6OdL7uEoXz
PR_Paul_BIYA,compte officiel du président de la république #cameroun / official account of the president of the republic  #cameroon. more at @cabinetcivilprc & @prc_cellcom,https://twitter.com/PR_Paul_BIYA,cameroon,http://t.co/YB13iLRfXq
NeeraTanden46,staff secretary and senior advisor to @potus at the white house,https://twitter.com/NeeraTanden46,,https://t.co/MFoT6BhACm
BarrowPresident,official twitter of the president of the republic of the gambia,https://twitter.com/BarrowPresident,the gambia ,https://t.co/Gavm4NQoqu
UNECOSOC,lachezara stoeva - united nations economic and social council (unecosoc) president - official twitter account of un ecosoc,https://twitter.com/UNECOSOC,new york,https://t.co/7oAemiNgh4
IKRPresident,president of the kurdistan region - iraq.,https://twitter.com/IKRPresident,"erbil, kurdistan region",https://t.co/EWInqhaW9j
SenatorAbshir,"state minister of somalia presidency, somalia’s 1st elected senator & former deputy speaker of the upper house. mos@presidency.gov.so",https://twitter.com/SenatorAbshir,somalia 🪴,https://t.co/XaxwVj9XCO
abhishekaitc,"official twitter of abhishek banerjee - member of parliament (lok sabha) | national general secretary, all india trinamool congress.",https://twitter.com/abhishekaitc,"kolkata | west bengal, india.",https://t.co/2eTJKNT4lj
realDonaldTrump,45th president of the united states of america🇺🇸,https://twitter.com/realDonaldTrump,"washington, dc",https://t.co/8f9VFxztEJ
SaveCEO_US,"mother of lara & duco, president & ceo of @savethechildren, champion for children in the u.s. & around the world.",https://twitter.com/SaveCEO_US,"ct, usa",https://t.co/8hASKKjy5u
president_pmln,this account is being run by the office of president pakistan muslim league (n). tweets from the president are signed -ss,https://twitter.com/president_pmln,pakistan,https://t.co/LfHSItvQ6y
IPUPresident,"duarte pacheco, member of the assembleia da república (parliament) of
portugal. elected president of the inter-parliamentary union on 2 november 2020.",https://twitter.com/IPUPresident,"geneva, switzerland",https://t.co/spT0wNRroD
president_uz,press-service of the president of the republic of uzbekistan / пресс-служба президента республики узбекистан,https://twitter.com/president_uz,uzbekistan,https://t.co/ebY3ccB3NS
CEOAdam,"ceo of @amctheatres since 2016. so just how much do you love movies? former ceo of starwood hotels, norwegian cruise line, vail resorts and  philadelphia 76ers.",https://twitter.com/CEOAdam,"kansas city, usa",https://t.co/0gwGuvC9Y6
UB_President,office of the president sharing #ubuffalo community news and campus events information. messages directly from president tripathi will be attributed to him.,https://twitter.com/UB_President,"buffalo, new york usa",https://t.co/ncvujxidgB
presidencymv,follow for the latest from president @ibusolih and his administration. tweets may be archived. subscribe to our telegram channel: https://t.co/hlkbz2neye,https://twitter.com/presidencymv,republic of maldives,https://t.co/v4ALF7N3Sd
NarratedPOTUS,highly professional newsroom dedicated to reporting the activity of the president of the united states.,https://twitter.com/NarratedPOTUS,the white house,
DeeJayiLLWiLL,@thaalumni ceo | proud dad | #alive deluxe out now! https://t.co/ndhif51rox,https://twitter.com/DeeJayiLLWiLL,los angeles,https://t.co/HNiWUZy36n
NNPrezNez,the official twitter page of navajo nation president jonathan nez 2019-2023,https://twitter.com/NNPrezNez,"window rock, az",
SPNigeria,"official account of the office of the president of the senate, federal republic of nigeria.",https://twitter.com/SPNigeria,"abuja, nigeria",https://t.co/2HfVI1DW7b
ubcprez,"interim president & vice-chancellor, university of british columbia",https://twitter.com/ubcprez,british columbia,
SP8thNGRSenate,"archive of the office of the former president of the 8th senate, federal republic of nigeria, dr. abubakar bukola saraki, con. archived 6th june, 2019.",https://twitter.com/SP8thNGRSenate,federal capital territory,https://t.co/T5HwRXlgcB
KarenSpilka,"president of the @ma_senate, proudly representing ashland, framingham, holliston, hopkinton, medway & natick.",https://twitter.com/KarenSpilka,,https://t.co/mhdZTlNP2H
KazHiraiCEO,"i’m retired! reeee-tired!! senior advisor and saviour of sony, former ceo and chairman. ridge racer brand ambassador. parody account.",https://twitter.com/KazHiraiCEO,sony hq,
CliffGFuelCEO,"founder, ceo @gfuelenergy @gammalabs #gfuel official energy drink of esports®",https://twitter.com/CliffGFuelCEO,new york,https://t.co/CVvD9gedtx
CEO4TAG,"chairman crystal palace fc, founder and ex ceo of tag. rubbish but enthusiastic amateur racing driver",https://twitter.com/CEO4TAG,united kingdom,https://t.co/taR5DGzhrd
harmongreg,"founder and president dragonfly capital. managed accounts, premium service and free blog at https://t.co/bbwpuxaeug, professional stock and option trader, prof at cwru",https://twitter.com/harmongreg,"shaker heights, oh",https://t.co/WqU3RZlIIN
